Protocol Name, Long Protocol Name, Attribute Name, Full Attribute Name, Attribute Type, Attribute Description
live_hotmail, Windows Live Hotmail, msg_id, msg_idQ_PROTO_LIVE_HOTMAIL, bytes, "Identifier of the message."
live_hotmail, Windows Live Hotmail, attach_id, attach_idQ_PROTO_LIVE_HOTMAIL, bytes, "Attachment identifier."
live_hotmail, Windows Live Hotmail, attach_filename, attach_filenameQ_PROTO_LIVE_HOTMAIL, bytes, "Attachment name."
live_hotmail, Windows Live Hotmail, attach_type, attach_typeQ_PROTO_LIVE_HOTMAIL, bytes, "Content type of the sent attached file."
live_hotmail, Windows Live Hotmail, attach_size, attach_sizeQ_PROTO_LIVE_HOTMAIL, uint32, "Attached file MIME size."
live_hotmail, Windows Live Hotmail, action, actionQ_PROTO_LIVE_HOTMAIL, bytes, "Indicates if the message is read (Read) or composed (Compose)."
live_hotmail, Windows Live Hotmail, draft, draftQ_PROTO_LIVE_HOTMAIL, uint32, "Indicates if the email is a draft or has really been posted"
live_hotmail, Windows Live Hotmail, contact, contactQ_PROTO_LIVE_HOTMAIL, bytes, "Complete contact."
live_hotmail, Windows Live Hotmail, contact_email, contact_emailQ_PROTO_LIVE_HOTMAIL, bytes, "Email address of a contact."
live_hotmail, Windows Live Hotmail, contact_alias, contact_aliasQ_PROTO_LIVE_HOTMAIL, bytes, "Alias of a contact."
live_hotmail, Windows Live Hotmail, folder, folderQ_PROTO_LIVE_HOTMAIL, bytes, "Indicates the directory from where messages are read."
live_hotmail, Windows Live Hotmail, attach_fileid, attach_fileidQ_PROTO_LIVE_HOTMAIL, bytes, "File identifier used for attachments correlation."
livemail_mobile, Live hotmail for mobile, receiver_type, receiver_typeQ_PROTO_LIVEMAIL_MOBILE, bytes, "Type of the email receiver."
livemail_mobile, Live hotmail for mobile, receiver_alias, receiver_aliasQ_PROTO_LIVEMAIL_MOBILE, bytes, "Name of email receiver (included cc and bcc receivers)."
livemail_mobile, Live hotmail for mobile, receiver_email, receiver_emailQ_PROTO_LIVEMAIL_MOBILE, bytes, "Email address of message receiver (included cc and bcc receivers)."
livemail_mobile, Live hotmail for mobile, receiver, receiverQ_PROTO_LIVEMAIL_MOBILE, bytes, "Full address of email receiver (including cc and bcc receivers)."
livemail_mobile, Live hotmail for mobile, sender_alias, sender_aliasQ_PROTO_LIVEMAIL_MOBILE, bytes, "Name of the email sender."
livemail_mobile, Live hotmail for mobile, sender_email, sender_emailQ_PROTO_LIVEMAIL_MOBILE, bytes, "Email address of the email sender."
livemail_mobile, Live hotmail for mobile, sender, senderQ_PROTO_LIVEMAIL_MOBILE, bytes, "Full address of email sender (alias followed by email address)."
livemail_mobile, Live hotmail for mobile, session_id, session_idQ_PROTO_LIVEMAIL_MOBILE, bytes, "Uniquely identifies the current user session."
livemail_mobile, Live hotmail for mobile, login, loginQ_PROTO_LIVEMAIL_MOBILE, bytes, "User's login string."
livemail_mobile, Live hotmail for mobile, contact_email, contact_emailQ_PROTO_LIVEMAIL_MOBILE, bytes, "Email address of a contact."
livemail_mobile, Live hotmail for mobile, contact_alias, contact_aliasQ_PROTO_LIVEMAIL_MOBILE, bytes, "Alias of a contact."
livemail_mobile, Live hotmail for mobile, msglist_sender_email, msglist_sender_emailQ_PROTO_LIVEMAIL_MOBILE, bytes, "Address of email sender."
livemail_mobile, Live hotmail for mobile, msglist_sender_alias, msglist_sender_aliasQ_PROTO_LIVEMAIL_MOBILE, bytes, "Name of email sender."
livemail_mobile, Live hotmail for mobile, msglist_subject, msglist_subjectQ_PROTO_LIVEMAIL_MOBILE, bytes, "Message subject in a message list."
livemail_mobile, Live hotmail for mobile, msglist_msgid, msglist_msgidQ_PROTO_LIVEMAIL_MOBILE, bytes, "Message identifier."
livemail_mobile, Live hotmail for mobile, attach_fileid, attach_fileidQ_PROTO_LIVEMAIL_MOBILE, bytes, "Automatically generated filename for file attachment."
livemail_mobile, Live hotmail for mobile, attach_filename, attach_filenameQ_PROTO_LIVEMAIL_MOBILE, bytes, "Attachment name."
livemail_mobile, Live hotmail for mobile, attach_id, attach_idQ_PROTO_LIVEMAIL_MOBILE, bytes, "Attachment identifier."
livemail_mobile, Live hotmail for mobile, msg_id, msg_idQ_PROTO_LIVEMAIL_MOBILE, bytes, "Identifier of the message."
livemail_mobile, Live hotmail for mobile, date, dateQ_PROTO_LIVEMAIL_MOBILE, bytes, "Message date."
livemail_mobile, Live hotmail for mobile, subject, subjectQ_PROTO_LIVEMAIL_MOBILE, bytes, "Message subject."
livemail_mobile, Live hotmail for mobile, action, actionQ_PROTO_LIVEMAIL_MOBILE, bytes, "Indicates if the message is read (Read) or composed (Compose)."
lotusnotes, Lotus Notes, login, loginQ_PROTO_LOTUSNOTES, bytes, "User's login string."
lotusnotes, Lotus Notes, organization, organizationQ_PROTO_LOTUSNOTES, bytes, "Organization."
lotusnotes, Lotus Notes, service, serviceQ_PROTO_LOTUSNOTES, bytes, "Current service identification string."
lotusnotes, Lotus Notes, version, versionQ_PROTO_LOTUSNOTES, bytes, "Client version."
lotusnotes, Lotus Notes, subject, subjectQ_PROTO_LOTUSNOTES, bytes, "Message subject."
lotusnotes, Lotus Notes, mime_version, mime_versionQ_PROTO_LOTUSNOTES, bytes, "MIME version."
lotusnotes, Lotus Notes, msg_id, msg_idQ_PROTO_LOTUSNOTES, bytes, "Identifier of the message."
lotusnotes, Lotus Notes, replyto, replytoQ_PROTO_LOTUSNOTES, bytes, "Email address to use in a reply for this message."
lotusnotes, Lotus Notes, header_name, header_nameQ_PROTO_LOTUSNOTES, bytes, "Lotusnotes header name (used for the Email service)."
lotusnotes, Lotus Notes, header_value, header_valueQ_PROTO_LOTUSNOTES, bytes, "Lotusnotes header value (used for the Email service)."
lotusnotes, Lotus Notes, sender, senderQ_PROTO_LOTUSNOTES, bytes, "Full address of email sender (alias followed by email address)."
lotusnotes, Lotus Notes, sender_alias, sender_aliasQ_PROTO_LOTUSNOTES, bytes, "Name of the email sender."
lotusnotes, Lotus Notes, sender_email, sender_emailQ_PROTO_LOTUSNOTES, bytes, "Email address of the email sender."
lotusnotes, Lotus Notes, receiver, receiverQ_PROTO_LOTUSNOTES, bytes, "Full address of email receiver (including cc and bcc receivers)."
lotusnotes, Lotus Notes, receiver_alias, receiver_aliasQ_PROTO_LOTUSNOTES, bytes, "Name of email receiver (included cc and bcc receivers)."
lotusnotes, Lotus Notes, receiver_email, receiver_emailQ_PROTO_LOTUSNOTES, bytes, "Email address of message receiver (included cc and bcc receivers)."
lotusnotes, Lotus Notes, receiver_type, receiver_typeQ_PROTO_LOTUSNOTES, bytes, "Type of the email receiver."
lotusnotes, Lotus Notes, attach_id, attach_idQ_PROTO_LOTUSNOTES, bytes, "Attachment identifier."
lotusnotes, Lotus Notes, attach_filename, attach_filenameQ_PROTO_LOTUSNOTES, bytes, "Attachment name."
lotusnotes, Lotus Notes, attach_size, attach_sizeQ_PROTO_LOTUSNOTES, uint32, "Attached file MIME size."
lotusnotes, Lotus Notes, attach_compress, attach_compressQ_PROTO_LOTUSNOTES, bytes, "The compression method used for the attached file download."
lotusnotes, Lotus Notes, attach_content_seq, attach_content_seqQ_PROTO_LOTUSNOTES, uint32, "Sequence number of a attach file part."
lotusnotes, Lotus Notes, attach_content_size, attach_content_sizeQ_PROTO_LOTUSNOTES, uint32, "Size of a attach file part."
lpr, Line Printer Remote, login, loginQ_PROTO_LPR, bytes, "User's login string."
lpr, Line Printer Remote, server, serverQ_PROTO_LPR, bytes, "Name of the machine that sent a file to print."
lpr, Line Printer Remote, job, jobQ_PROTO_LPR, bytes, "Name of the printed file."
lync, Microsoft Lync, service_id, service_idQ_PROTO_LYNC, uint32, "Composite 32-bit integer value defining the service currently used. The first byte (LSB) gives the generic service definition, the second byte gives an advanced service definition for specific cases (example: File Transfer)."
lync, Microsoft Lync, service, serviceQ_PROTO_LYNC, bytes, "Current service identification string."
mailru, Mail.ru Webmail, contact_email, contact_emailQ_PROTO_MAILRU, bytes, "Email address of a contact."
mailru, Mail.ru Webmail, contact_alias, contact_aliasQ_PROTO_MAILRU, bytes, "Alias of a contact."
mailru, Mail.ru Webmail, attach_size, attach_sizeQ_PROTO_MAILRU, uint32, "Attached file MIME size."
mailru, Mail.ru Webmail, folder, folderQ_PROTO_MAILRU, bytes, "Indicates the directory from where messages are read."
mailru, Mail.ru Webmail, sender_alias, sender_aliasQ_PROTO_MAILRU, bytes, "Name of the email sender."
mailru, Mail.ru Webmail, sender_email, sender_emailQ_PROTO_MAILRU, bytes, "Email address of the email sender."
mailru, Mail.ru Webmail, sender, senderQ_PROTO_MAILRU, bytes, "Full address of email sender (alias followed by email address)."
mailru, Mail.ru Webmail, subject, subjectQ_PROTO_MAILRU, bytes, "Message subject."
mailru, Mail.ru Webmail, date, dateQ_PROTO_MAILRU, bytes, "Message date."
mailru, Mail.ru Webmail, receiver_type, receiver_typeQ_PROTO_MAILRU, bytes, "Type of the email receiver."
mailru, Mail.ru Webmail, receiver_alias, receiver_aliasQ_PROTO_MAILRU, bytes, "Name of email receiver (included cc and bcc receivers)."
mailru, Mail.ru Webmail, receiver_email, receiver_emailQ_PROTO_MAILRU, bytes, "Email address of message receiver (included cc and bcc receivers)."
mailru, Mail.ru Webmail, receiver, receiverQ_PROTO_MAILRU, bytes, "Full address of email receiver (including cc and bcc receivers)."
mailru, Mail.ru Webmail, msglist_attach, msglist_attachQ_PROTO_MAILRU, uint32, "Indicates if the message contains an attachment."
mailru, Mail.ru Webmail, msglist_importance, msglist_importanceQ_PROTO_MAILRU, uint32, "Indicates if the message has been marked by the user."
mailru, Mail.ru Webmail, msglist_unread, msglist_unreadQ_PROTO_MAILRU, uint32, "Indicates if the message has been read."
mailru, Mail.ru Webmail, name, nameQ_PROTO_MAILRU, bytes, "User's full name."
mailru, Mail.ru Webmail, msglist_date, msglist_dateQ_PROTO_MAILRU, bytes, "Message date in a message list."
mailru, Mail.ru Webmail, msglist_subject, msglist_subjectQ_PROTO_MAILRU, bytes, "Message subject in a message list."
mailru, Mail.ru Webmail, msglist_msgid, msglist_msgidQ_PROTO_MAILRU, bytes, "Message identifier."
mailru, Mail.ru Webmail, msglist_receiver_email, msglist_receiver_emailQ_PROTO_MAILRU, bytes, "Email address of the email receiver."
mailru, Mail.ru Webmail, msglist_sender, msglist_senderQ_PROTO_MAILRU, bytes, "Full address of email sender (alias and email address)."
mailru, Mail.ru Webmail, msglist_sender_alias, msglist_sender_aliasQ_PROTO_MAILRU, bytes, "Name of email sender."
mailru, Mail.ru Webmail, msglist_sender_email, msglist_sender_emailQ_PROTO_MAILRU, bytes, "Address of email sender."
mailru, Mail.ru Webmail, login, loginQ_PROTO_MAILRU, bytes, "User's login string."
mailru, Mail.ru Webmail, draft, draftQ_PROTO_MAILRU, uint32, "Indicates if the email is a draft or has really been posted"
mailru, Mail.ru Webmail, msg_id, msg_idQ_PROTO_MAILRU, bytes, "Identifier of the message."
mailru, Mail.ru Webmail, attach_id, attach_idQ_PROTO_MAILRU, bytes, "Attachment identifier."
mailru, Mail.ru Webmail, attach_type, attach_typeQ_PROTO_MAILRU, bytes, "Content type of the sent attached file."
mailru, Mail.ru Webmail, attach_filename, attach_filenameQ_PROTO_MAILRU, bytes, "Attachment name."
mailru, Mail.ru Webmail, action, actionQ_PROTO_MAILRU, bytes, "Indicates if the message is read (Read) or composed (Compose)."
mailru, Mail.ru Webmail, folderlist_item_name, folderlist_item_nameQ_PROTO_MAILRU, bytes, "Message folder name."
mailru, Mail.ru Webmail, folderlist_item_id, folderlist_item_idQ_PROTO_MAILRU, bytes, "Message folder unique identifier."
mailru, Mail.ru Webmail, importance, importanceQ_PROTO_MAILRU, uint32, "Indicates if the email has been marked by the user."
mailru, Mail.ru Webmail, contact, contactQ_PROTO_MAILRU, bytes, "Complete contact."
mailru, Mail.ru Webmail, msglist_receiver, msglist_receiverQ_PROTO_MAILRU, bytes, "Full address of email receiver in a message list."
mailru, Mail.ru Webmail, msglist_receiver_alias, msglist_receiver_aliasQ_PROTO_MAILRU, bytes, "Name of email receiver."
mailru, Mail.ru Webmail, msglist_folder, msglist_folderQ_PROTO_MAILRU, bytes, "Indicates the directory from a message list."
mailru_agent, Mail.ru Agent, file_id, file_idQ_PROTO_MAILRU_AGENT, bytes, "Exchanged file identifier"
mailru_agent, Mail.ru Agent, msg_receiver, msg_receiverQ_PROTO_MAILRU_AGENT, bytes, "The person who chat or voice is done with"
mailru_agent, Mail.ru Agent, msg, msgQ_PROTO_MAILRU_AGENT, bytes, "Exchanged message during a chat"
mailru_agent, Mail.ru Agent, conference_id, conference_idQ_PROTO_MAILRU_AGENT, bytes, "Dialog session identifier, constant during a same session"
mailru_agent, Mail.ru Agent, im_action, im_actionQ_PROTO_MAILRU_AGENT, bytes, "Action of the user."
mailru_agent, Mail.ru Agent, user, userQ_PROTO_MAILRU_AGENT, bytes, "Application user name."
maktoob, Maktoob mail, login, loginQ_PROTO_MAKTOOB, bytes, "User's login string."
maktoob, Maktoob mail, name, nameQ_PROTO_MAKTOOB, bytes, "User's full name."
maktoob, Maktoob mail, msglist_sender, msglist_senderQ_PROTO_MAKTOOB, bytes, "Full address of email sender (alias and email address)."
maktoob, Maktoob mail, msglist_sender_alias, msglist_sender_aliasQ_PROTO_MAKTOOB, bytes, "Name of email sender."
maktoob, Maktoob mail, msglist_receiver, msglist_receiverQ_PROTO_MAKTOOB, bytes, "Full address of email receiver in a message list."
maktoob, Maktoob mail, msglist_receiver_alias, msglist_receiver_aliasQ_PROTO_MAKTOOB, bytes, "Name of email receiver."
maktoob, Maktoob mail, msglist_subject, msglist_subjectQ_PROTO_MAKTOOB, bytes, "Message subject in a message list."
maktoob, Maktoob mail, msglist_date, msglist_dateQ_PROTO_MAKTOOB, bytes, "Message date in a message list."
maktoob, Maktoob mail, msglist_size, msglist_sizeQ_PROTO_MAKTOOB, bytes, "Message size in a message list."
maktoob, Maktoob mail, msglist_folder, msglist_folderQ_PROTO_MAKTOOB, bytes, "Indicates the directory from a message list."
maktoob, Maktoob mail, sender, senderQ_PROTO_MAKTOOB, bytes, "Full address of email sender (alias followed by email address)."
maktoob, Maktoob mail, sender_email, sender_emailQ_PROTO_MAKTOOB, bytes, "Email address of the email sender."
maktoob, Maktoob mail, sender_alias, sender_aliasQ_PROTO_MAKTOOB, bytes, "Name of the email sender."
maktoob, Maktoob mail, receiver, receiverQ_PROTO_MAKTOOB, bytes, "Full address of email receiver (including cc and bcc receivers)."
maktoob, Maktoob mail, receiver_alias, receiver_aliasQ_PROTO_MAKTOOB, bytes, "Name of email receiver (included cc and bcc receivers)."
maktoob, Maktoob mail, receiver_email, receiver_emailQ_PROTO_MAKTOOB, bytes, "Email address of message receiver (included cc and bcc receivers)."
maktoob, Maktoob mail, receiver_type, receiver_typeQ_PROTO_MAKTOOB, bytes, "Type of the email receiver."
maktoob, Maktoob mail, replyto, replytoQ_PROTO_MAKTOOB, bytes, "Email address to use in a reply for this message."
maktoob, Maktoob mail, date, dateQ_PROTO_MAKTOOB, bytes, "Message date."
maktoob, Maktoob mail, subject, subjectQ_PROTO_MAKTOOB, bytes, "Message subject."
maktoob, Maktoob mail, attach_id, attach_idQ_PROTO_MAKTOOB, bytes, "Attachment identifier."
maktoob, Maktoob mail, attach_filename, attach_filenameQ_PROTO_MAKTOOB, bytes, "Attachment name."
maktoob, Maktoob mail, attach_type, attach_typeQ_PROTO_MAKTOOB, bytes, "Content type of the sent attached file."
maktoob, Maktoob mail, attach_size, attach_sizeQ_PROTO_MAKTOOB, uint32, "Attached file MIME size."
maktoob, Maktoob mail, msg_id, msg_idQ_PROTO_MAKTOOB, bytes, "Identifier of the message."
maktoob, Maktoob mail, draft, draftQ_PROTO_MAKTOOB, uint32, "Indicates if the email is a draft or has really been posted"
maktoob, Maktoob mail, encoding, encodingQ_PROTO_MAKTOOB, bytes, "Page encoding"
maktoob, Maktoob mail, folder, folderQ_PROTO_MAKTOOB, bytes, "Indicates the directory from where messages are read."
maktoob, Maktoob mail, action, actionQ_PROTO_MAKTOOB, bytes, "Indicates if the message is read (Read) or composed (Compose)."
maktoob, Maktoob mail, contact_email, contact_emailQ_PROTO_MAKTOOB, bytes, "Email address of a contact."
maktoob, Maktoob mail, contact_alias, contact_aliasQ_PROTO_MAKTOOB, bytes, "Alias of a contact."
maktoob, Maktoob mail, contact, contactQ_PROTO_MAKTOOB, bytes, "Complete contact."
maktoob, Maktoob mail, session_id, session_idQ_PROTO_MAKTOOB, bytes, "Uniquely identifies the current user session."
mandriva_update, Mandriva Update, package_name, package_nameQ_PROTO_MANDRIVA_UPDATE, bytes, "Name of the downloaded package."
mandriva_update, Mandriva Update, package_version, package_versionQ_PROTO_MANDRIVA_UPDATE, bytes, "Version number of the downloaded package."
mandriva_update, Mandriva Update, package_archi, package_archiQ_PROTO_MANDRIVA_UPDATE, bytes, "Archi of package."
mandriva_update, Mandriva Update, package_distrib, package_distribQ_PROTO_MANDRIVA_UPDATE, bytes, "Version of the currently upgraded-distribution"
mapi, MS Exchange Message API, login, loginQ_PROTO_MAPI, bytes, "User's login string."
mapi, MS Exchange Message API, login_server, login_serverQ_PROTO_MAPI, bytes, "Concatenated login and server: <login>@<server>."
mapi, MS Exchange Message API, host, hostQ_PROTO_MAPI, bytes, "Client's hostname."
mapi, MS Exchange Message API, domain, domainQ_PROTO_MAPI, bytes, "Network domain of the client."
mapi, MS Exchange Message API, action, actionQ_PROTO_MAPI, bytes, "Indicates if the message is read (Read) or composed (Compose)."
mapi, MS Exchange Message API, importance, importanceQ_PROTO_MAPI, uint32, "Indicates if the email has been marked by the user."
mapi, MS Exchange Message API, sensivity, sensivityQ_PROTO_MAPI, uint32, "Message sensibility."
mapi, MS Exchange Message API, date, dateQ_PROTO_MAPI, uint64, "Message date: number of 100-nanosecond intervals since January 1, 1601."
mapi, MS Exchange Message API, size, sizeQ_PROTO_MAPI, uint32, "Message size."
mapi, MS Exchange Message API, flags, flagsQ_PROTO_MAPI, uint32, "Message flags."
mapi, MS Exchange Message API, email_type, email_typeQ_PROTO_MAPI, bytes, "E-mail type (enumeration)."
mapi, MS Exchange Message API, receiver_type, receiver_typeQ_PROTO_MAPI, bytes, "Type of the email receiver."
mapi, MS Exchange Message API, attach_id, attach_idQ_PROTO_MAPI, uint32, "Attachment identifier."
mapi, MS Exchange Message API, msglist_date, msglist_dateQ_PROTO_MAPI, uint64, "Message date in a message list: number of 100-nanosecond intervals since January 1, 1601."
mapi, MS Exchange Message API, msglist_msgid, msglist_msgidQ_PROTO_MAPI, uint64, "Message identifier."
mapi, MS Exchange Message API, msglist_size, msglist_sizeQ_PROTO_MAPI, uint32, "Message size in a message list."
mapi, MS Exchange Message API, msglist_importance, msglist_importanceQ_PROTO_MAPI, uint32, "Indicates if the message has been marked by the user."
mapi, MS Exchange Message API, msglist_sensivity, msglist_sensivityQ_PROTO_MAPI, uint32, "Message sensibility in a message list."
mapi, MS Exchange Message API, msglist_flags, msglist_flagsQ_PROTO_MAPI, uint32, "Message flags in a message list."
mapi, MS Exchange Message API, msglist_receiver_type, msglist_receiver_typeQ_PROTO_MAPI, bytes, "Type of the email receiver"
mashare, Ma-Share.com, action, actionQ_PROTO_MASHARE, bytes, "Indicates the action executed by the user."
mashare, Ma-Share.com, filename, filenameQ_PROTO_MASHARE, bytes, "Name of the transferred file."
mashare, Ma-Share.com, filesize, filesizeQ_PROTO_MASHARE, uint32, "Size (byte) of the transferred file."
mashare, Ma-Share.com, download_url, download_urlQ_PROTO_MASHARE, bytes, "Link of the downloaded file."
mashare, Ma-Share.com, delete_url, delete_urlQ_PROTO_MASHARE, bytes, "Link to use in order to delete the file."
mashare, Ma-Share.com, fileid, fileidQ_PROTO_MASHARE, bytes, "Unique identifier of the file."
mgcp, Media Gateway Control Protocol, method, methodQ_PROTO_MGCP, bytes, "The command"
mgcp, Media Gateway Control Protocol, endpoint, endpointQ_PROTO_MGCP, bytes, "Handset identifier"
mgcp, Media Gateway Control Protocol, version, versionQ_PROTO_MGCP, bytes, "Protocol version"
mgcp, Media Gateway Control Protocol, tid, tidQ_PROTO_MGCP, uint32, "Transaction identifier"
mgcp, Media Gateway Control Protocol, code, codeQ_PROTO_MGCP, uint32, "Return code of a query"
mgcp, Media Gateway Control Protocol, packets_sent, packets_sentQ_PROTO_MGCP, uint32, "Number of RTP packets sent"
mgcp, Media Gateway Control Protocol, octets_sent, octets_sentQ_PROTO_MGCP, uint32, "Number of RTP octets sent"
mgcp, Media Gateway Control Protocol, packets_received, packets_receivedQ_PROTO_MGCP, uint32, "Number of RTP packets received"
mgcp, Media Gateway Control Protocol, octets_received, octets_receivedQ_PROTO_MGCP, uint32, "Number of RTP octets received"
mgcp, Media Gateway Control Protocol, packets_lost, packets_lostQ_PROTO_MGCP, uint32, "Number of lost RTP packets"
mgcp, Media Gateway Control Protocol, jitter, jitterQ_PROTO_MGCP, uint32, "Observed Jitter for RTP packets"
mgcp, Media Gateway Control Protocol, latency, latencyQ_PROTO_MGCP, uint32, "Observed latency for RTP packets"
mgcp, Media Gateway Control Protocol, call_duration, call_durationQ_PROTO_MGCP, string, "Call duration."
mgcp, Media Gateway Control Protocol, session_duration, session_durationQ_PROTO_MGCP, string, "Call setup duration."
mgcp, Media Gateway Control Protocol, phone_number, phone_numberQ_PROTO_MGCP, bytes, "The phone number."
mgcp, Media Gateway Control Protocol, event, eventQ_PROTO_MGCP, bytes, "Observed events"
mgcp, Media Gateway Control Protocol, message_type, message_typeQ_PROTO_MGCP, bytes, "The message type"
mgcp, Media Gateway Control Protocol, call_way, call_wayQ_PROTO_MGCP, bytes, "The call Way (In, Out)"
mgcp, Media Gateway Control Protocol, start_time, start_timeQ_PROTO_MGCP, string, "Start date of the call."
mgcp, Media Gateway Control Protocol, mode, modeQ_PROTO_MGCP, bytes, "Contains the connection mode (sendrcv, recvonly, ...)"
mgcp, Media Gateway Control Protocol, notifiedEntity, notifiedEntityQ_PROTO_MGCP, bytes, "Contains the identity of the notified identity"
mgcp, Media Gateway Control Protocol, media_type, media_typeQ_PROTO_MGCP, bytes, "Contains the media type."
mgcp, Media Gateway Control Protocol, media_proto, media_protoQ_PROTO_MGCP, bytes, "Protocol used in client stream."
mgcp, Media Gateway Control Protocol, media_format, media_formatQ_PROTO_MGCP, uint32, "Client's protocol formats available."
mgcp, Media Gateway Control Protocol, signal, signalQ_PROTO_MGCP, bytes, "Contains the received/sent signal"
mgcp, Media Gateway Control Protocol, digitmap, digitmapQ_PROTO_MGCP, bytes, "Contains the digitmap"
mgcp, Media Gateway Control Protocol, caller, callerQ_PROTO_MGCP, bytes, "Contains the identity (or the phone number) of the initiator of the call."
mgcp, Media Gateway Control Protocol, callee, calleeQ_PROTO_MGCP, bytes, "Contains the identity (or the phone number) of the called party for a call."
mgcp, Media Gateway Control Protocol, connection_id, connection_idQ_PROTO_MGCP, bytes, "Connection identifier"
mgcp, Media Gateway Control Protocol, media_attr_type, media_attr_typeQ_PROTO_MGCP, uint32, "Contains the media type (audio or video)."
mgcp, Media Gateway Control Protocol, media_attr_encoding, media_attr_encodingQ_PROTO_MGCP, bytes, "The encoding of media data."
mgcp, Media Gateway Control Protocol, media_attr_rate, media_attr_rateQ_PROTO_MGCP, bytes, "The encoding rate."
mgcp, Media Gateway Control Protocol, media_attr_param, media_attr_paramQ_PROTO_MGCP, bytes, "Session attribute value."
mgcp, Media Gateway Control Protocol, media_attr_label, media_attr_labelQ_PROTO_MGCP, bytes, "Name of the described session attribute."
mgcp, Media Gateway Control Protocol, media_attr_addr, media_attr_addrQ_PROTO_MGCP, string, "The mentioned IPv4 address to be used."
mgcp, Media Gateway Control Protocol, media_attr_channel, media_attr_channelQ_PROTO_MGCP, bytes, "The channel value."
mgcp, Media Gateway Control Protocol, media_attr_transport, media_attr_transportQ_PROTO_MGCP, bytes, "The transport protocol (TCP or UDP)."
mgcp, Media Gateway Control Protocol, media_attr_value, media_attr_valueQ_PROTO_MGCP, bytes, "Line value of the media attribute."
mgcp, Media Gateway Control Protocol, call_id, call_idQ_PROTO_MGCP, bytes, "Call id, extracted for each call."
mimp, IMP mobile version, attach_filename, attach_filenameQ_PROTO_MIMP, bytes, "Attachment name."
mimp, IMP mobile version, date, dateQ_PROTO_MIMP, bytes, "Message date."
mimp, IMP mobile version, sender_alias, sender_aliasQ_PROTO_MIMP, bytes, "Name of the email sender."
mimp, IMP mobile version, sender_email, sender_emailQ_PROTO_MIMP, bytes, "Email address of the email sender."
mimp, IMP mobile version, sender, senderQ_PROTO_MIMP, bytes, "Full address of email sender (alias followed by email address)."
mimp, IMP mobile version, subject, subjectQ_PROTO_MIMP, bytes, "Message subject."
mimp, IMP mobile version, receiver_type, receiver_typeQ_PROTO_MIMP, bytes, "Type of the email receiver."
mimp, IMP mobile version, receiver_alias, receiver_aliasQ_PROTO_MIMP, bytes, "Name of email receiver (included cc and bcc receivers)."
mimp, IMP mobile version, receiver_email, receiver_emailQ_PROTO_MIMP, bytes, "Email address of message receiver (included cc and bcc receivers)."
mimp, IMP mobile version, receiver, receiverQ_PROTO_MIMP, bytes, "Full address of email receiver (including cc and bcc receivers)."
mimp, IMP mobile version, msglist_subject, msglist_subjectQ_PROTO_MIMP, bytes, "Message subject in a message list."
mimp, IMP mobile version, msglist_sender_alias, msglist_sender_aliasQ_PROTO_MIMP, bytes, "Name of email sender."
mimp, IMP mobile version, msglist_receiver_alias, msglist_receiver_aliasQ_PROTO_MIMP, bytes, "Name of email receiver."
mimp, IMP mobile version, password, passwordQ_PROTO_MIMP, bytes, "User's password string."
mimp, IMP mobile version, login, loginQ_PROTO_MIMP, bytes, "User's login string."
mimp, IMP mobile version, action, actionQ_PROTO_MIMP, bytes, "Indicates if the message is read (Read) or composed (Compose)."
mimp, IMP mobile version, msglist_folder, msglist_folderQ_PROTO_MIMP, bytes, "Indicates the directory from a message list."
mimp, IMP mobile version, attach_size, attach_sizeQ_PROTO_MIMP, uint32, "Attached file MIME size."
mms, Microsoft Multimedia Streaming, filename, filenameQ_PROTO_MMS, bytes, "Name of the file currently broadcasted."
mmse, MultiMedia Messages Encapsulation, receiver, receiverQ_PROTO_MMSE, bytes, "MMS receiver."
mmse, MultiMedia Messages Encapsulation, nb_receiver, nb_receiverQ_PROTO_MMSE, uint32, "Number of receiver for the same MMS."
mmse, MultiMedia Messages Encapsulation, version, versionQ_PROTO_MMSE, bytes, "Protocol version."
mmse, MultiMedia Messages Encapsulation, tid, tidQ_PROTO_MMSE, bytes, "Transaction identifier."
mmse, MultiMedia Messages Encapsulation, sender, senderQ_PROTO_MMSE, bytes, "MMS sender."
mmse, MultiMedia Messages Encapsulation, subject, subjectQ_PROTO_MMSE, bytes, "MMS subject."
mmse, MultiMedia Messages Encapsulation, content_type, content_typeQ_PROTO_MMSE, bytes, "The content type of the message."
mmse, MultiMedia Messages Encapsulation, message_id, message_idQ_PROTO_MMSE, bytes, "A unique reference assigned to the message. The ID enables a client to match delivery reports with previously sent messages."
mmse, MultiMedia Messages Encapsulation, content_location, content_locationQ_PROTO_MMSE, bytes, "Specifies a reference to the stored version of the MM that can be retrieved or can be used to obtain information about the MM using the WSP/HTTP GET or M-Mbox-View-req."
mmse, MultiMedia Messages Encapsulation, response_status_code, response_status_codeQ_PROTO_MMSE, uint32, "It is used by the originating MMS Proxy-Relay to inform the MMS Client, which has performed a submission or a forward the result of that particular operation."
mmse, MultiMedia Messages Encapsulation, response_status_text, response_status_textQ_PROTO_MMSE, bytes, "Description which qualifies the response_status_code. The description may be based on the on the status code names contained in RFC1893."
mmse, MultiMedia Messages Encapsulation, message_sz, message_szQ_PROTO_MMSE, uint32, "Full size of message in octets."
