protocolName,longProtocolName,attributeName,attributeDescription
Audio/Video,rtsp,#Q_RTSP_RTCP_CLIENT_PORT,uint16
Audio/Video,rtsp,#Q_RTSP_RTP_SERVER_PORT,uint16
Audio/Video,rtsp,#Q_RTSP_RTCP_SERVER_PORT,uint16
Audio/Video,rtsp,#Q_RTSP_RDT_SERVER_PORT,uint16
Audio/Video,rtsp,#Q_RTSP_RDT_CLIENT_PORT,uint16
Audio/Video,rtsp,#Q_RTSP_URIMD5,binary
Audio/Video,rtsp,#Q_RTSP_HEADER,parent
Audio/Video,rtsp,#Q_MPA_CONTENT,buffer
Audio/Video,rtsp,#Q_MPA_MEDIA_ATTR,parent
Audio/Video,rtsp,#Q_MPA_MEDIA_ATTR_ADDR_V6,ip6_addr
Audio/Video,rtsp,#Q_MPA_MEDIA_ATTR_PORT,uint16
Audio/Video,rtsp,#Q_MPA_MEDIA_DESC,parent
Audio/Video,rtsp,#Q_MPA_DATA_PORT,uint16
Network Service,s1ap,#Q_MPA_END,ptr
Network Service,s1ap,#Q_S1AP_EP,parent
Network Service,s1ap,#Q_S1AP_EP_CODE,uint8
Network Service,s1ap,#Q_S1AP_EP_VALUE_RAW,buffer
Network Service,s1ap,#Q_S1AP_EP_IE,parent
Network Service,s1ap,#Q_S1AP_EP_IE_CODE,uint8
Network Service,s1ap,#Q_S1AP_EP_IE_VALUE_RAW,buffer
Network Service,s1ap,#Q_S1AP_EP_IE_RAB,parent
Network Service,s1ap,#Q_S1AP_EP_IE_RAB_ID,uint8
Network Service,s1ap,#Q_S1AP_EP_IE_RAB_ADDR6,ip6_addr
Audio/Video,sccp,#Q_MPA_END,ptr
Audio/Video,sccp,#Q_MPA_INHERIT_PARENT,binary
Audio/Video,sccp,#Q_MPA_CALL,parent
Audio/Video,sccp,#Q_SCCP_STATS,parent
Network Service,sctp,#Q_MPA_END,ptr
Network Service,sctp,#Q_MPA_SRC_PORT,uint16
Network Service,sctp,#Q_MPA_DST_PORT,uint16
Network Service,sctp,#Q_SCTP_CHUNK,parent
Network Service,sctp,#Q_SCTP_CHUNK_TYPE,uint8
Network Service,sctp,#Q_SCTP_CHUNK_DATA,parent
Network Service,sctp,#Q_SCTP_CHUNK_DATA_STREAM_ID,uint16
Network Service,sctp,#Q_SCTP_CHUNK_DATA_STREAM_SEQ,uint16
Web,secondlife,#Q_MPA_END,ptr
Web,secondlife,#Q_MPA_CHAT,parent
Web,secondlife,#Q_SECONDLIFE_LOGIN_ID,binary
Web,secondlife,#Q_SECONDLIFE_SOURCE,parent
Web,secondlife,#Q_MPA_SENDER,binary
Web,secondlife,#Q_SECONDLIFE_SOURCE_ID,binary
Web,secondlife,#Q_SECONDLIFE_SESSION_ID,binary
Audio/Video,sip,#Q_MPA_END,ptr
Audio/Video,sip,#Q_MPA_INHERIT_KEY,binary
Audio/Video,sip,#Q_MPA_INHERIT_PARENT,binary
Audio/Video,sip,#Q_SIP_REQUEST,parent
Audio/Video,sip,#Q_SIP_CALLER_USER_PHONE,int32
Audio/Video,sip,#Q_SIP_CALLEE_USER_PHONE,int32
Audio/Video,sip,#Q_MPA_CALL,parent
Audio/Video,sip,#Q_SIP_FROM_TAG,buffer
Audio/Video,sip,#Q_SIP_TO_TAG,buffer
Audio/Video,sip,#Q_MPA_CALLER_ADDR_V6,ip6_addr
Audio/Video,sip,#Q_MPA_CALLEE_ADDR_V6,ip6_addr
Audio/Video,sip,#Q_MPA_CALLER_PORT,uint16
Audio/Video,sip,#Q_MPA_CALLEE_PORT,uint16
Audio/Video,sip,#Q_SIP_CONNECTION_INFO,parent
Audio/Video,sip,#Q_SIP_CONNECTION_INFO_ADDR_V6,ip6_addr
Audio/Video,sip,#Q_MPA_MEDIA_DESC,parent
Audio/Video,sip,#Q_MPA_DATA_PORT,uint16
Audio/Video,sip,#Q_MPA_MEDIA_ATTR,parent
Audio/Video,sip,#Q_MPA_MEDIA_ATTR_ADDR_V6,ip6_addr
Audio/Video,sip,#Q_MPA_MEDIA_ATTR_PORT,uint16
Web,skyblog,#Q_MPA_END,ptr
Web,skyblog,#Q_MPA_ACCOUNT,parent
Instant Messaging,skype,#Q_MPA_END,ptr
Instant Messaging,skype,#Q_MPA_SERVICE_INFO,parent
Peer to Peer,slsk,#Q_MPA_END,ptr
Peer to Peer,slsk,#Q_MPA_FILE_CHUNK_CONTENT,buffer
Peer to Peer,slsk,#Q_MPA_FILE,parent
Peer to Peer,slsk,#Q_MPA_ACCOUNT,parent
File Server,smb,#Q_MPA_END,ptr
File Server,smb,#Q_MPA_REQUEST,parent
File Server,smb,#Q_SMB_SERVICE_DATA,buffer
File Server,smb,#Q_SMB_COMMAND,uint16
File Server,smb,#Q_MPA_CONTENT,buffer
File Server,smb,#Q_MPA_QUERY_TYPE,uint8
File Server,smb,#Q_SMB_SECURITY_BLOB,buffer
File Server,smb,#Q_SMB_INFORMATION_LEVEL,uint16
File Server,smb,#Q_SMB_DIALECT_INDEX,uint16
File Server,smb,#Q_SMB_DIALECT_NAME,uint16
File Server,smb,#Q_MPA_FILE,parent
Wap,smpp,#Q_MPA_END,ptr
Wap,smpp,#Q_MPA_MESSAGE,parent
Wap,smpp,#Q_MPA_CONTENT,buffer
Mail,smtp,#Q_MPA_END,ptr
Mail,smtp,#Q_MPA_EMAIL,parent
Mail,smtp,#Q_MPA_SENDER_ENTRY,parent
Mail,smtp,#Q_SMTP_MAILFROM,parent
Mail,smtp,#Q_SMTP_RCPTTO,parent
Mail,smtp,#Q_MPA_RECEIVER_ENTRY,parent
Mail,smtp,#Q_MPA_REQUEST,parent
Mail,smtp,#Q_MPA_ATTACH,parent
Mail,smtp,#Q_MPA_ATTACH_CONTENT,buffer
Mail,smtp,#Q_MPA_ATTACH_CONTENT_DECODED,buffer
Mail,smtp,#Q_MPA_CONTENT_ENTRY,parent
Mail,smtp,#Q_MPA_RECEIVED,parent
Network Service,snap,#Q_SNAP_SNAP_TYPE,uint16
Network Management,snmp,#Q_MPA_END,ptr
Network Management,snmp,#Q_MPA_REQUEST,parent
Network Management,snmp,#Q_SNMP_VARIABLE,parent
Network Management,snmp,#Q_SNMP_VALUE_RAW,buffer
Tunneling,socks4,#Q_SOCKS4_REMOTE_PORT,uint16
Tunneling,socks5,#Q_SOCKS5_REMOTE_PORT,uint16
Web,spdy,#Q_MPA_END,ptr
Web,spdy,#Q_SPDY_FRAME_TYPE,uint8
Web,spdy,#Q_SPDY_FLAGS,uint8
Web,spdy,#Q_SPDY_CONTROL_FRAME,parent
Web,spdy,#Q_SPDY_VERSION,uint16
Web,spdy,#Q_SPDY_CONTROL_TYPE,uint16
Web,spdy,#Q_SPDY_SYN_STREAM,parent
Web,spdy,#Q_SPDY_ASSOCIATED_STREAM_ID,uint16
Web,spdy,#Q_SPDY_PRIORITY,uint8
Web,spdy,#Q_SPDY_SLOT,uint8
Web,spdy,#Q_SPDY_RST_STREAM,parent
Web,spdy,#Q_SPDY_HEADER,parent
Web,spdy,#Q_SPDY_DATA_FRAME,parent
Web,spdy,#Q_SPDY_CONTENT,buffer
Behavioral,spid,#Q_MPA_END,ptr
Behavioral,spid,#Q_SPID_RESULT,parent
Webmail,squirrelmail,#Q_MPA_END,ptr
Webmail,squirrelmail,#Q_MPA_CONTACT_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_SENDER_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,squirrelmail,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,squirrelmail,#Q_MPA_ATTACH,parent
Webmail,squirrelmail,#Q_MPA_EMAIL,parent
Encrypted,ssl,#Q_MPA_END,ptr
Encrypted,ssl,#Q_MPA_DECLASSIFY_OVERRIDE,uint8
Encrypted,ssl,#Q_MPA_SESSION_ID,buffer
Encrypted,ssl,#Q_SSL_CERTIFICATE,parent
Encrypted,ssl,#Q_SSL_CERTIFICATE_RAW,buffer
Encrypted,ssl,#Q_SSL_CERTIF_MD5,binary
Encrypted,ssl,#Q_SSL_SERIAL_NUMBER,buffer
Encrypted,ssl,#Q_SSL_HANDSHAKE_TYPE,uint8
Encrypted,ssl,#Q_SSL_REQUEST,parent
Encrypted,ssl,#Q_SSL_CIPHER_SUITE_ID,uint16
Routing,stp,#Q_STP_PROTO_ID,uint16
Routing,stp,#Q_STP_VERSION,uint8
Routing,stp,#Q_STP_BPDU_TYPE,uint8
Routing,stp,#Q_STP_BPDU_FLAGS,uint8
Routing,stp,#Q_STP_ROOT_ID,uint16
Routing,stp,#Q_STP_BRIDGE_ID,uint16
Routing,stp,#Q_STP_PORT_ID,uint16
Routing,stp,#Q_STP_MESSAGE_AGE,uint16
Routing,stp,#Q_STP_MAX_AGE,uint16
Routing,stp,#Q_STP_HELLO_TIME,uint16
Routing,stp,#Q_STP_FORWARD_DELAY,uint16
Network Service,stun,#Q_MPA_END,ptr
Network Service,stun,#Q_STUN_MESSAGE,parent
Network Service,stun,#Q_STUN_MAPPED_ADDRESS_IPV6,ip6_addr
Network Service,stun,#Q_STUN_PORT,uint16
Network Service,stun,#Q_STUN_XOR_MAPPED_ADDRESS_IPV6,ip6_addr
Network Service,stun,#Q_STUN_XOR_PORT,uint16
Network Service,t38,#Q_MPA_END,ptr
Network Service,t38,#Q_MPA_INHERIT_KEY,binary
Network Service,t38,#Q_T38_MESSAGE,parent
Network Service,t38,#Q_T38_UDPTL_SEQUENCE_NUMBER,uint16
Network Service,t38,#Q_T38_TPKT,parent
Network Service,t38,#Q_T38_TPKT_VRSN,uint8
Network Service,t38,#Q_T38_TPKT_PACKET_LENGTH,uint16
Network Service,t38,#Q_T38_IFP,parent
Network Service,t38,#Q_T38_IFP_DATA,buffer
Network Service,t38,#Q_T38_DATA_FIELD,parent
Network Service,t38,#Q_T38_FIELD_DATA,buffer
Network Service,t38,#Q_T38_FAX,parent
Network Service,t38,#Q_T38_FAX_MESSAGE,parent
Network Service,t38,#Q_T38_FAX_MESSAGE_DATA,buffer
Web,tagged,#Q_MPA_END,ptr
Web,tagged,#Q_MPA_ACCOUNT,parent
Audio/Video,tango,#Q_MPA_END,ptr
Audio/Video,tango,#Q_MPA_ATTACH,parent
Audio/Video,tango,#Q_MPA_SERVICE_INFO,parent
Audio/Video,tango,#Q_MPA_CALL_DURATION,int32
Audio/Video,tango,#Q_MPA_CALL,parent
Audio/Video,tango,#Q_MPA_ACCOUNT,parent
Web,tchatche,#Q_MPA_END,ptr
Web,tchatche,#Q_MPA_ACCOUNT,parent
Network Service,tcp,#Q_MPA_STREAM,buffer
Network Service,tcp,#Q_MPA_SRC_PORT,uint16
Network Service,tcp,#Q_MPA_DST_PORT,uint16
Network Service,tcp,#Q_MPA_SERVER_PORT,uint16
Network Service,tcp,#Q_MPA_CLIENT_PORT,uint16
Network Service,tcp,#Q_TCP_SRC_PORT_RANGE,uint8
Network Service,tcp,#Q_TCP_DST_PORT_RANGE,uint8
Network Service,tcp,#Q_TCP_CLIENT_PORT_RANGE,uint8
Network Service,tcp,#Q_TCP_SERVER_PORT_RANGE,uint8
Network Service,tcp,#Q_TCP_PORT,uint8
Network Service,tcp,#Q_TCP_UNSEQ,uint8
Network Service,tcp,#Q_TCP_MSS,uint16
Network Service,tcp,#Q_TCP_WINDOW,uint16
Network Service,tcp,#Q_TCP_SACK,uint8
Network Service,tcp,#Q_TCP_TSTAMP,uint8
Network Service,tcp,#Q_TCP_UNSEQ_AMONT,uint8
Network Service,tcp,#Q_TCP_UNSEQ_AVAL,uint8
Network Service,tcp,#Q_TCP_FLAG_FIN,uint8
Network Service,tcp,#Q_TCP_FLAG_RESET,uint8
Network Service,tcp,#Q_TCP_FLAG_SYN,uint8
Network Service,tcp,#Q_TCP_FLAG_SYNACK,uint8
Network Service,tcp,#Q_TCP_WRONG_CRC,uint16
Network Service,tcp,#Q_TCP_DUP_ACK,uint8
Database,tds,#Q_MPA_END,ptr
Database,tds,#Q_MPA_REQUEST,parent
Database,tds,#Q_TDS_RPC_PROC_NAME,buffer
Database,tds,#Q_TDS_RPC_PARAMETER_ENTRY,parent
Database,tds,#Q_TDS_RPC_PARAMETER_NAME,buffer
Database,tds,#Q_TDS_RPC_PARAMETER_TYPE,buffer
Database,tds,#Q_TDS_RPC_PARAMETER_VALUE,buffer
Instant Messaging,teamspeak,#Q_MPA_END,ptr
Instant Messaging,teamspeak,#Q_MPA_CHANNEL_ENTRY,parent
Instant Messaging,teamspeak,#Q_MPA_CONTACT_ENTRY,parent
Instant Messaging,teamspeak,#Q_MPA_CHAT,parent
Instant Messaging,teamspeak,#Q_TEAMSPEAK_SERVER,parent
Instant Messaging,teamspeak,#Q_TEAMSPEAK_CLIENT,parent
Instant Messaging,teamspeak,#Q_TEAMSPEAK_SESSION,parent
Instant Messaging,teamspeak,#Q_MPA_ACCOUNT,parent
Terminal,telnet,#Q_MPA_END,ptr
Terminal,telnet,#Q_MPA_ACCOUNT,parent
Tunneling,teredo,#Q_MPA_END,ptr
Tunneling,teredo,#Q_TEREDO_PORT,uint16
Tunneling,teredo,#Q_TEREDO_ORIGIN_INDICATION,parent
Tunneling,teredo,#Q_TEREDO_ORIGIN_PORT,uint16
Tunneling,teredo,#Q_TEREDO_AUTHENTICATION,parent
File Server,tftp,#Q_MPA_END,ptr
File Server,tftp,#Q_MPA_REQUEST,parent
File Server,tftp,#Q_MPA_FILE,parent
File Server,tftp,#Q_TFTP_BLOCK_NUMBER,uint16
File Server,tftp,#Q_MPA_CONTENT,buffer
Database,tns,#Q_MPA_END,ptr
Database,tns,#Q_TNS_VERSION,uint16
Database,tns,#Q_TNS_SERVER_PORT,uint16
Database,tns,#Q_MPA_REQUEST,parent
Database,tns,#Q_TNS_RESPONSE,parent
Web,twitter,#Q_MPA_END,ptr
Web,twitter,#Q_TWITTER_RESULT,parent
Web,twitter,#Q_TWITTER_PARAM,parent
Web,twitter,#Q_MPA_REQUEST,parent
Network Service,udp,#Q_MPA_STREAM,buffer
Network Service,udp,#Q_MPA_SRC_PORT,uint16
Network Service,udp,#Q_MPA_DST_PORT,uint16
Network Service,udp,#Q_MPA_SERVER_PORT,uint16
Network Service,udp,#Q_MPA_CLIENT_PORT,uint16
Network Service,udp,#Q_UDP_SRC_PORT_RANGE,uint8
Network Service,udp,#Q_UDP_DST_PORT_RANGE,uint8
Network Service,udp,#Q_UDP_CLIENT_PORT_RANGE,uint8
Network Service,udp,#Q_UDP_SERVER_PORT_RANGE,uint8
Network Service,udp,#Q_UDP_SRC_PORT16,uint16
Network Service,udp,#Q_UDP_DST_PORT16,uint16
Network Service,udp,#Q_UDP_PORT,uint8
Network Service,udp,#Q_UDP_WRONG_CRC,uint16
Standard,unknown,#Q_MPA_END,ptr
Standard,unknown,#Q_UNKNOWN_SESSION_BUFFER,buffer
Standard,unknown,#Q_UNKNOWN_MAYBE_PROTOCOL,parent
Web,ustream,#Q_MPA_END,ptr
Web,ustream,#Q_MPA_ACCOUNT,parent
Web,ustream,#Q_MPA_QUERY,parent
Web,viadeo,#Q_MPA_END,ptr
Web,viadeo,#Q_MPA_CONTACT_ENTRY,parent
Audio/Video,viber,#Q_MPA_END,ptr
Audio/Video,viber,#Q_MPA_SERVICE_INFO,parent
Forum,vkontakte,#Q_MPA_END,ptr
Forum,vkontakte,#Q_MPA_CONTACT_ENTRY,parent
Forum,vkontakte,#Q_MPA_ACCOUNT,parent
Network Service,websocket,#Q_MPA_END,ptr
Network Service,websocket,#Q_WEBSOCKET_WSFRAME,parent
Network Service,websocket,#Q_WEBSOCKET_RAW,buffer
Network Service,websocket,#Q_WEBSOCKET_OPCODE,uint8
Network Service,websocket,#Q_WEBSOCKET_MSG,buffer
Instant Messaging,wechat,#Q_MPA_END,ptr
Instant Messaging,wechat,#Q_MPA_SERVICE_INFO,parent
Instant Messaging,whatsapp,#Q_MPA_END,ptr
Instant Messaging,whatsapp,#Q_MPA_SERVICE_INFO,parent
Web,wikipedia,#Q_MPA_END,ptr
Web,wikipedia,#Q_MPA_QUERY,parent
Peer to Peer,winmx,#Q_MPA_END,ptr
Peer to Peer,winmx,#Q_MPA_FILE,parent
Peer to Peer,winmx,#Q_MPA_FILE_CHUNK,parent
Peer to Peer,winmx,#Q_MPA_FILE_CHUNK_CONTENT,buffer
Wap,wsp,#Q_MPA_END,ptr
Wap,wsp,#Q_WSP_REQUEST,parent
Wap,wsp,#Q_WSP_TID,uint8
Wap,wsp,#Q_WSP_PDU_CODE,uint8
Wap,wsp,#Q_MPA_MIME,parent
Wap,wsp,#Q_WSP_REPLY_STATUS_CODE,uint8
Wap,wtp,#Q_MPA_END,ptr
Wap,wtp,#Q_WTP_PDU,parent
Wap,wtp,#Q_WTP_PDU_CODE,uint8
Wap,wtp,#Q_WTP_TID,uint16
Wap,wtp,#Q_WTP_RETRANSMISSION,uint8
Wap,wtp,#Q_WTP_SEQ_NUMBER,uint8
Wap,wtp,#Q_WTP_MISSING_PKTS,uint8
Forum,yahoo_groups,#Q_MPA_END,ptr
Forum,yahoo_groups,#Q_MPA_QUERY,parent
Forum,yahoo_groups,#Q_MPA_EMAIL,parent
Forum,yahoo_groups,#Q_MPA_SENDER_ENTRY,parent
Web,yahoo_maps,#Q_MPA_END,ptr
Web,yahoo_maps,#Q_MPA_QUERY,parent
Web,yahoo_maps,#Q_YAHOO_MAPS_LOCATION,parent
Web,yahoo_search,#Q_MPA_END,ptr
Web,yahoo_search,#Q_MPA_QUERY,parent
Web,yandex,#Q_MPA_END,ptr
Web,yandex,#Q_MPA_ACCOUNT,parent
Web,yandex,#Q_MPA_QUERY,parent
Webmail,yandex_webmail,#Q_MPA_END,ptr
Webmail,yandex_webmail,#Q_YANDEX_WEBMAIL_FOLDERLIST_ITEM,parent
Webmail,yandex_webmail,#Q_YANDEX_WEBMAIL_FOLDERLIST,parent
Webmail,yandex_webmail,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,yandex_webmail,#Q_MPA_SENDER_ENTRY,parent
Webmail,yandex_webmail,#Q_YANDEX_WEBMAIL_THUMBNAIL,uint8
Webmail,yandex_webmail,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,yandex_webmail,#Q_MPA_ATTACH,parent
Webmail,yandex_webmail,#Q_MPA_CONTENT,buffer
Webmail,yandex_webmail,#Q_MPA_EMAIL,parent
Webmail,yandex_webmail,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,yandex_webmail,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,yandex_webmail,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,yandex_webmail,#Q_MPA_ACCOUNT,parent
Webmail,yandex_webmail,#Q_MPA_CONTACT_ENTRY,parent
Webmail,ymail2,#Q_MPA_END,ptr
Webmail,ymail2,#Q_MPA_CONTACT_ENTRY,parent
Webmail,ymail2,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,ymail2,#Q_MPA_SENDER_ENTRY,parent
Webmail,ymail2,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,ymail2,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,ymail2,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,ymail2,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,ymail2,#Q_MPA_ATTACH,parent
Webmail,ymail2,#Q_MPA_EMAIL,parent
Webmail,ymail_classic,#Q_MPA_END,ptr
Webmail,ymail_classic,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,ymail_classic,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,ymail_classic,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,ymail_classic,#Q_MPA_EMAIL,parent
Webmail,ymail_classic,#Q_MPA_SENDER_ENTRY,parent
Webmail,ymail_classic,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,ymail_classic,#Q_MPA_ATTACH,parent
Webmail,ymail_classic,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,ymail_classic,#Q_MPA_CONTACT_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_END,ptr
Webmail,ymail_mobile_new,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,ymail_mobile_new,#Q_MPA_ATTACH,parent
Webmail,ymail_mobile_new,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_SENDER_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_EMAIL,parent
Webmail,ymail_mobile_new,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,ymail_mobile_new,#Q_MPA_CONTACT_ENTRY,parent
Instant Messaging,ymsg,#Q_MPA_END,ptr
Instant Messaging,ymsg,#Q_MPA_INHERIT_KEY,binary
Instant Messaging,ymsg,#Q_MPA_INHERIT_PARENT,binary
Instant Messaging,ymsg,#Q_MPA_CHAT,parent
Instant Messaging,ymsg,#Q_MPA_REQUEST,parent
Instant Messaging,ymsg,#Q_YMSG_MSG_CODE,uint16
Instant Messaging,ymsg,#Q_MPA_FILE,parent
Instant Messaging,ymsg,#Q_MPA_CHANNEL_ENTRY,parent
Instant Messaging,ymsg_conf,#Q_MPA_INHERIT_KEY,binary
Instant Messaging,ymsg_conf,#Q_MPA_INHERIT_PARENT,binary
File Transfer,ymsg_transfer,#Q_MPA_END,ptr
File Transfer,ymsg_transfer,#Q_MPA_INHERIT_KEY,binary
File Transfer,ymsg_transfer,#Q_MPA_FILE,parent
File Transfer,ymsg_transfer,#Q_MPA_CONTENT,buffer
Audio/Video,ymsg_video,#Q_MPA_INHERIT_KEY,binary
Instant Messaging,ymsg_webmessenger,#Q_MPA_END,ptr
Instant Messaging,ymsg_webmessenger,#Q_MPA_CHAT,parent
Instant Messaging,ymsg_webmessenger,#Q_MPA_CONTACT_ENTRY,parent
Instant Messaging,ymsg_webmessenger,#Q_MPA_REQUEST,parent
Web,youtube,#Q_MPA_END,ptr
Web,youtube,#Q_MPA_ACCOUNT,parent
Web,youtube,#Q_MPA_QUERY,parent
Web,youtube,#Q_YOUTUBE_VIDEO,parent
Webmail,zimbra,#Q_MPA_END,ptr
Webmail,zimbra,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,zimbra,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,zimbra,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,zimbra,#Q_MPA_EMAIL,parent
Webmail,zimbra,#Q_MPA_SENDER_ENTRY,parent
Webmail,zimbra,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,zimbra,#Q_MPA_ATTACH,parent
Webmail,zimbra,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,zimbra,#Q_MPA_CONTACT_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_END,ptr
Webmail,zimbra_standard,#Q_MPA_MSGLIST_SENDER_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_MSGLIST_RECEIVER_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_MSGLIST_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_SENDER_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_RECEIVER_ENTRY,parent
Webmail,zimbra_standard,#Q_MPA_ATTACH,parent
Webmail,zimbra_standard,#Q_MPA_EMAIL,parent
Webmail,zimbra_standard,#Q_MPA_ATTACH_CONTENT,buffer
Webmail,zimbra_standard,#Q_MPA_CONTACT_ENTRY,parent
